username,business_category_name,follower_count,following_count,is_verified,is_private,highlight_reel_count,external_url,media_count,likes_average_count,comments_average_count
allenwood5907,,0,6,False,False,0,,11,0.0,0.0
itsme_sandhy,,154,679,False,False,0,,8,58.0,3.0
de_ruski,,45,68,False,False,0,,11,8.909090909090908,0.9090909090909091
asyrafrohadi,General Interest,640,775,False,False,3,,28,79.58333333333333,1.8333333333333333
qeelors._,Creators & Celebrities,725,611,False,False,1,http://gallivant.com/,5,206.0,5.0
fo2jette,,157,242,False,False,0,http://fo2jette.dk/,200,49.083333333333336,1.25
aanirudh.kheterpal,,216,412,False,True,0,,6,0,0
_sayurikato,,115,130,False,True,0,,1,0,0
athenah.a,,668,1130,False,True,0,,3,0,0
edw_private,Creators & Celebrities,10782,1503,False,False,8,https://www.youtube.com/channel/UC1BNpEE1nkUwvH1BBizM4vA,571,252.83333333333334,4.416666666666667
mianjav1,,112,275,False,True,0,,8,0,0
napat_t1,,573,538,False,True,0,,69,0,0
laurent.brutsch,,291,512,False,True,0,,5,0,0
albie.aguilar,,283,281,False,False,0,,0,0,0
dongyeon.jin,,377,414,False,True,0,,5,0,0
angiebuyong,,524,540,False,False,18,,2096,20.833333333333332,1.0
zgaio,,1080,991,False,True,0,,4,0,0
thedmgroupplug,Personal Goods & General Merchandise Stores,336,4984,False,False,0,,4,91.75,42.0
cajamrc,,1875,1103,False,False,4,,94,311.0833333333333,25.5
sarvasv.art,,111,134,False,False,0,http://sarvasvkulpati.github.io/,4,62.5,1.5
giulia.db14,,383,564,False,True,0,,36,0,0
meghna546,,489,491,False,True,0,,174,0,0
ethanwhitmore,,326,1462,False,True,0,,34,0,0
matt_fish080,Creators & Celebrities,344,334,False,False,0,https://soundcloud.com/user-743953179/bliss,25,54.583333333333336,5.25
jonesti_,Creators & Celebrities,3204,743,False,False,4,,53,594.3333333333334,15.333333333333334
kathryn.macphee,,521,583,False,False,0,,68,148.16666666666666,10.75
gitansh10,,340,455,False,True,0,,129,0,0
photo_maitrix,,105,142,False,False,6,,29,24.166666666666668,0.5833333333333334
danpast88,,60,568,False,True,0,,24,0,0
bilgeja_,,243,482,False,False,2,,119,32.833333333333336,0.9166666666666666
taixhi,General Interest,2638,346,False,False,2,http://taichikato.com/daydreaming,229,277.0,18.583333333333332
heshsene,,489,894,False,True,0,https://www.instagram.com/heshan_photos,9,0,0
evaelisabethanne,,968,2190,False,False,43,,939,202.66666666666666,5.416666666666667
nairolee,,220,256,False,True,0,,0,0,0
korryvreckan,,280,202,False,False,0,,195,60.25,3.0
emily.heskamp,,489,435,False,False,2,,22,125.33333333333333,8.583333333333334
rico62,,293,200,False,False,0,,2390,15.75,0.5
wattsuphw,Local Events,377,1047,False,False,0,,393,53.5,3.0
_bakra420_,General Interest,1030,665,False,False,14,,230,345.1666666666667,38.333333333333336
lethopeburn_,,494,544,False,False,1,,373,71.0,1.75
b__c_,,52,257,False,False,8,,160,9.083333333333334,1.0
aansh.raiyani,,946,816,False,True,0,,42,0,0
pagona_tr,,388,590,False,True,0,,801,0,0
hemera.photo,Creators & Celebrities,17,120,False,False,0,,12,28.166666666666668,1.6666666666666667
anandasim,Creators & Celebrities,436,1442,False,False,0,https://Anandasim.blogspot.com/,1094,35.083333333333336,1.3333333333333333
thehoodsnake,Creators & Celebrities,10554,526,False,False,0,,409,167.91666666666666,8.666666666666666
eenock_,General Interest,5232,1362,False,False,0,,1182,44.083333333333336,2.3333333333333335
johnteoh73,,163,173,False,False,0,,329,14.333333333333334,1.75
anttonisevakivi,Creators & Celebrities,4479,689,False,False,6,,361,187.58333333333334,3.0
__capture.themoment__,,44,61,False,False,0,,36,13.0,0.75
vonnnw,,1052,869,False,False,10,http://vonderfulife.wordpress.com/,332,117.08333333333333,2.5833333333333335
jacscc,,909,750,False,False,2,https://www.jochavez.com/,107,180.08333333333334,8.25
tsubasa34,,470,576,False,False,5,,862,43.916666666666664,1.3333333333333333
brashamph,Creators & Celebrities,444,500,False,False,9,http://www.twitch.tv/brashamph,15,52.583333333333336,3.75
bonx_dc,General Interest,1176,903,False,False,4,,328,198.25,5.666666666666667
maulanafrkn,General Interest,642,724,False,False,3,https://my.w.tt/TDaZsPvDoT,5,193.4,36.0
ap3rture_,Creators & Celebrities,226,474,False,False,1,http://harryblackley.weebly.com/,179,50.166666666666664,3.9166666666666665
adrian_cw,General Interest,5450,703,False,False,0,,350,872.75,37.0
vpopa13,,112,240,False,False,0,,185,27.5,0.5
mohamad.saedy,,282,523,False,False,2,,49,79.41666666666667,4.583333333333333
coh__t,,669,612,False,False,8,,42,53.25,0.3333333333333333
gicarlos27,Creators & Celebrities,3685,684,False,False,0,,534,156.33333333333334,26.083333333333332
kironc,,625,3000,False,False,7,,183,138.58333333333334,5.0
finbarlewis,Creators & Celebrities,2061,1446,False,False,10,https://finbartlewis.wixsite.com/finbarlewis,264,466.75,49.75
surya_vip,,186,447,False,False,0,https://play.google.com/store/apps/details?id=com.boostedcode.et2018,93,41.166666666666664,0.6666666666666666
manohara_krishna,,90,249,False,True,0,,10,0,0
you_and_the_night,,518,931,False,True,0,,11,0,0
coolpix67,,366,604,False,True,0,,5387,0,0
mrs_b.juice,Creators & Celebrities,202,110,False,False,4,,163,29.083333333333332,1.75
agofoto,,1502,805,False,False,11,http://www.apimages.com/,2151,70.33333333333333,5.416666666666667
sam.hong,Personal Goods & General Merchandise Stores,1124,584,False,False,10,,1192,118.33333333333333,6.5
derschmidtmitdt,,508,478,False,False,0,,296,69.0,3.6666666666666665
elspethvines_ru,,1439,532,False,False,0,,468,129.41666666666666,38.166666666666664
dead.rum,General Interest,2986,993,False,False,0,,229,399.5,10.0
cashberzins,,1162,3160,False,True,0,,2,0,0
outwornbrain,General Interest,273,482,False,False,4,,26,161.25,5.416666666666667
hanifalkaf,Creators & Celebrities,1801,834,False,False,5,http://Youtube.com/hanifalkaf23,449,204.25,22.833333333333332
heredom.camille,,811,2466,False,False,7,,317,41.75,1.0
nayelisimon,,876,2085,False,False,5,https://www.behance.net/nayelis,349,37.75,0.6666666666666666
larissagnvs,,629,564,False,False,6,,28,141.5,5.166666666666667
david_lu_7,,409,563,False,True,0,,0,0,0
ronanlessoften,,386,564,False,False,1,,36,107.33333333333333,1.75
ffwd.lifestyle,Creators & Celebrities,34,145,False,False,0,,12,29.833333333333332,7.416666666666667
_vixky__li,,1132,1098,False,True,0,,27,0,0
dave.poxon,Creators & Celebrities,19673,2515,False,False,1,http://www.lanzaroteproductions.com/,79,1469.4166666666667,38.916666666666664
ericleroyphotographies,,506,708,False,False,0,http://www.eric-leroy.fr/,630,43.083333333333336,1.3333333333333333
sirogiannopoulos,,627,774,False,False,0,,109,145.08333333333334,3.0833333333333335
capturandoinstantes11,Creators & Celebrities,443,454,False,False,1,http://Fotograf.io/,460,53.416666666666664,2.8333333333333335
twisted__pixels,Creators & Celebrities,1133,1281,False,False,2,http://www.behance.net/rainynavin9681,414,95.5,4.833333333333333
drphotoco,Creators & Celebrities,1430,1355,False,False,0,,822,36.583333333333336,1.6666666666666667
monica.peccolo,Creators & Celebrities,294,389,False,False,5,https://linktr.ee/monica.peccolo,277,38.5,1.4166666666666667
hassan_naqvi_photography,General Interest,3562,7123,False,False,4,,204,60.5,2.9166666666666665
ccondon_,Creators & Celebrities,5168,983,False,False,4,http://youtube.com/c/chriscondon,195,181.41666666666666,3.4166666666666665
dennotthen,,316,640,False,False,2,,103,26.833333333333332,0.4166666666666667
zhisthere,,829,2223,False,False,0,,1842,48.25,1.0833333333333333
debhaller,,509,1161,False,False,0,,1838,45.666666666666664,5.416666666666667
stadicam_,,510,480,False,False,0,,295,56.583333333333336,2.5
lightmovesphotography,,117,671,False,False,0,http://lightmovesphotography.com/,77,15.25,0.4166666666666667
elias_fahed,,398,581,False,False,0,,213,82.66666666666667,12.666666666666666
wanfaisalludinclicks,Creators & Celebrities,1066,1444,False,False,4,http://wanfaisalludin.blogspot.my/,768,43.25,1.75
paulcowellphotography,Creators & Celebrities,4393,7467,False,False,1,http://www.paulcowellphotography.com/,502,188.58333333333334,1.4166666666666667
qx.png,Creators & Celebrities,418,1305,False,False,0,,32,154.83333333333334,12.833333333333334
gamecentral27,General Interest,10725,5273,False,False,1,,76,322.0833333333333,4.666666666666667
jossreed89,,469,708,False,False,1,http://www.jossaneurin.com/,698,52.083333333333336,3.1666666666666665
silke_kleberg,,82,287,False,False,0,,191,10.916666666666666,0.75
sanjanaxlahiri,,552,812,False,False,0,,35,105.66666666666667,2.5
dans_adventures,Creators & Celebrities,727,3018,False,False,7,http://www.dansadventures.co.uk/,261,80.0,1.1666666666666667
mikeleito,,669,676,False,False,2,,668,85.16666666666667,3.6666666666666665
sebonelo,Personal Goods & General Merchandise Stores,725,1322,False,False,6,http://www.sebonelo.co.za/,797,84.33333333333333,6.333333333333333
meganecortes.d,,597,1238,False,True,0,http://www.instagram.com/megane.cortes/,50,0,0
frayed.o,General Interest,527,222,False,False,3,,172,80.58333333333333,3.6666666666666665
intan.umbrella,,64,128,False,False,0,,44,32.916666666666664,3.75
kinglawgger,Creators & Celebrities,170,287,False,False,3,https://500px.com/kinglawgger,116,64.0,3.1666666666666665
maui_franco,,476,170,False,False,2,,1199,36.666666666666664,0.0
piisupp,,472,660,False,False,0,,359,119.83333333333333,2.5833333333333335
kptone,,193,449,False,True,0,,74,0,0
jagalli608,Creators & Celebrities,259,756,False,False,0,,275,44.083333333333336,1.4166666666666667
ikeji_uju,Creators & Celebrities,558,552,False,False,15,https://ujufilm.com/home,96,60.25,2.1666666666666665
gujigujiniu,,12,134,False,False,0,,1,20.0,4.0
timaldous,,70,339,False,True,0,https://m.facebook.com/timaldousdesign/photos,53,0,0
mario_ou,,350,492,False,True,0,,8,0,0
morienti_,,973,661,False,False,0,,1047,94.58333333333333,2.1666666666666665
hrathnir_ken,,572,443,False,False,0,,1150,73.83333333333333,1.4166666666666667
chalunton.max,,203,398,False,False,0,http://www.facebook.com/chlanthr.hkceriy,552,17.166666666666668,0.25
mohikan_obake,,341,414,False,False,3,,50,58.0,0.5
4everdelight8d,,23,706,False,True,0,,150,0,0
ng_c.jin,,223,1045,False,True,0,,568,0,0
new_imagephotography,Creators & Celebrities,889,1077,False,False,0,,110,166.33333333333334,7.5
j_degeryd,Creators & Celebrities,1145,712,False,False,1,https://jockedegeryd.wixsite.com/minsida,353,361.5,47.583333333333336
hope.photography,Creators & Celebrities,1990,2716,False,False,0,https://www.youtube.com/channel/UChre2WaUx7TCBk4qGD-SvmA?view_as=subscriber,383,109.0,4.166666666666667
anniem.hall,,2615,1570,False,False,0,,211,246.25,9.25
virendra_dhiman,General Interest,2350,778,False,False,8,https://m.youtube.com/watch?v=iSPObhtQh94&feature=youtu.be,149,668.1666666666666,13.416666666666666
anthonycasauria,General Interest,3794,6567,False,False,5,,93,284.8333333333333,9.75
fourteen.photo,,783,456,False,False,0,,99,41.5,2.75
malinictanja,,187,473,False,True,0,,217,0,0
rosetourskorea,Local Events,720,683,False,False,15,http://www.rosetourskorea.com/,353,80.91666666666667,4.166666666666667
angie_eatpraylove,,268,345,False,False,0,,118,46.25,2.75
ohwheredidchristinago,Creators & Celebrities,45,327,False,False,0,,9,49.111111111111114,2.7777777777777777
langotaku,Creators & Celebrities,7816,7262,False,False,0,https://youtu.be/UF56CXGSXVc,37,999.1666666666666,20.416666666666668
heathbobier,Creators & Celebrities,786,897,False,False,1,,23,70.66666666666667,4.833333333333333
ajimathew7,,1113,455,False,False,12,,19,136.66666666666666,6.416666666666667
herman.hikes,Creators & Celebrities,517,542,False,False,3,,294,100.08333333333333,3.9166666666666665
schuhless,,820,728,False,False,0,https://m.soundcloud.com/statik-flow,70,97.66666666666667,5.5
cameronshaw340,,145,143,False,False,0,,10,42.4,2.6
nawigraphy,Creators & Celebrities,421,660,False,False,2,,128,96.5,2.1666666666666665
arthurzannatto,Personal Goods & General Merchandise Stores,2152,7502,False,False,38,,836,122.16666666666667,6.416666666666667
bhagathgowda,,91,174,False,False,0,,87,40.5,2.3333333333333335
saja.ya,,269,392,False,True,0,,54,0,0
caughtinadaze,,18,26,False,False,0,,11,16.09090909090909,1.5454545454545454
oevertonlucas,Creators & Celebrities,3994,981,False,False,6,https://youtu.be/I3AtIqJa90s,948,142.66666666666666,6.166666666666667
samuel.l.griff,,155,680,False,False,0,,44,12.166666666666666,0.0
libellulephotography1,Creators & Celebrities,499,2116,False,False,0,http://www.libellulephotography.co.uk/,522,56.0,2.75
masullomichelephoto,,669,1617,False,False,0,,428,60.833333333333336,2.4166666666666665
caleb_schmidt_photography,Creators & Celebrities,664,1386,False,False,0,,882,81.41666666666667,3.25
kippmarcel,,1131,2063,False,True,0,http://marcelkipp.com/,15,0,0
george_stephens_photography,,105,526,False,False,0,,4,94.25,4.75
bettinafrost.hairpro,Lifestyle Services,583,607,False,False,8,http://www.gilarut.com/appointment/,390,42.916666666666664,2.75
onedaybxl,,261,804,False,False,0,https://petrolicious.com/articles/three-generations-of-family-memories-live-in-my-1983-bmw-e30-318i,584,64.33333333333333,2.5833333333333335
galway_language_centre,Professional Services,1112,166,False,False,2,http://www.galwaylanguage.com/,182,114.91666666666667,1.6666666666666667
hambino,,598,955,False,False,0,https://itisallaboutart.wordpress.com/,969,29.0,1.4166666666666667
olivermarshall_,Content & Apps,1580,3442,False,False,9,https://youtu.be/q95m5hA8who,250,230.25,26.333333333333332
psrenew,Non-Profits & Religious Organizations,2731,1466,False,False,0,https://pershingsquarenew.com/,601,56.416666666666664,2.5833333333333335
leon7rock,,484,6837,False,False,2,https://leonrockz.wordpress.com/,71,80.91666666666667,3.0
ericfloats,,199,729,False,False,1,,146,47.166666666666664,5.416666666666667
dgtal,,1807,4098,False,False,0,http://dgtalfilm.com/,2343,90.0,6.333333333333333
jinlelim,,486,1400,False,True,0,,178,0,0
chrisatwood,Creators & Celebrities,415,521,False,False,1,http://www.chrisatwoodstudio.com/,190,62.666666666666664,2.4166666666666665
joeylee.jpg,Creators & Celebrities,567,568,False,False,0,,634,51.166666666666664,1.5833333333333333
brettbodkinsphotography,Creators & Celebrities,8698,3320,False,False,1,http://www.brettbodkinsphotography.com/,16,492.0,9.5
xritephoto,Personal Goods & General Merchandise Stores,11051,6871,False,False,0,https://bit.ly/2AAnXar,859,363.25,9.333333333333334
mrzookesq,,1078,6856,False,False,0,,244,57.666666666666664,2.1666666666666665
aakarshia,Creators & Celebrities,1095,5665,False,False,10,http://Www.chronicleofmymind.wordpress.com/,492,157.83333333333334,4.25
grittanicreative,,3113,513,False,False,7,http://grittanicreative.com/,145,207.08333333333334,8.583333333333334
marco_rubegni,Creators & Celebrities,5052,7180,False,False,2,http://www.facebook.com/marcorubegnifotografia/,364,189.0,3.1666666666666665
dmitrijmihejev,,387,555,False,False,0,https://www.facebook.com/v.strelok,343,59.75,2.9166666666666665
andreconj,,257,830,False,False,3,https://bit.ly/2IvvJTW,219,19.583333333333332,2.3333333333333335
kldoylephotos,Creators & Celebrities,297,355,False,False,0,http://kldoylephotos.com/,120,65.08333333333333,2.9166666666666665
slim.to_none,,19,130,False,False,0,,7,9.285714285714286,0.5714285714285714
marcosview__,Creators & Celebrities,182,176,False,False,3,,252,22.583333333333332,0.8333333333333334
mleepdx,,311,336,False,False,0,,15,57.0,3.25
inconstants8,,120,325,False,False,0,http://www.inconstantsphotography.com/,166,34.916666666666664,1.6666666666666667
paulogbh,Creators & Celebrities,1097,1140,False,False,1,,100,106.16666666666667,2.9166666666666665
stefansaul,,78,434,False,True,0,,4,0,0
hotcada,,967,1053,False,False,1,,135,175.41666666666666,7.166666666666667
paulovspinheiro,,134,193,False,False,1,,172,27.083333333333332,1.0
carloparedes,General Interest,3085,6862,False,False,13,http://www.facebook.com/carlo.paredes75,3195,51.583333333333336,0.9166666666666666
rhudaj,Creators & Celebrities,749,345,False,False,2,,111,136.25,7.666666666666667
simoandrej,Creators & Celebrities,1135,351,False,False,9,,360,76.08333333333333,5.083333333333333
manny_vieyra,,912,818,False,True,0,http://lds.org/,94,0,0
yoon.capture,,471,527,False,False,2,,699,94.41666666666667,1.5833333333333333
tib2,,145,344,False,False,0,,64,51.25,2.0
_leoterry,Creators & Celebrities,12229,1570,False,False,2,https://leoterry.work/,261,559.0833333333334,7.583333333333333
lars_simon77,,124,489,False,True,0,,285,0,0
luisca.1,Creators & Celebrities,623,335,False,False,7,,92,93.83333333333333,1.6666666666666667
moises13r,Personal Goods & General Merchandise Stores,728,738,False,False,4,,84,86.41666666666667,7.75
minhhdienn,,119,139,False,True,0,,4,0,0
tibi_boros,,443,924,False,False,0,,4,78.25,5.0
chanicaroff,,499,851,False,False,7,,33,127.33333333333333,12.083333333333334
cc.queiroz,,726,690,False,True,0,,481,0,0
airat_lend,Creators & Celebrities,67,289,False,False,3,,64,17.833333333333332,0.5833333333333334
mvrtin_g,,180,398,False,False,0,,14,21.833333333333332,0.3333333333333333
radek.dzupin,,271,252,False,False,0,,3,123.66666666666667,4.666666666666667
9sassybch,Creators & Celebrities,451,266,False,False,0,http://Saharphoto.com/,1,16.0,0.0
a_aomamm,,311,667,False,True,0,,1,0,0
fredricngo,,727,790,False,True,0,http://instagram.com/guudtunes,3,0,0
correy_bratton,,357,1780,False,False,0,,32,76.33333333333333,4.833333333333333
natcinema,Creators & Celebrities,853,339,False,False,0,http://boxd.it/2txpK,182,94.0,7.416666666666667
lucca_kuppens,,541,1843,False,True,0,,230,0,0
mishal.rizwan99,,81,84,False,True,0,,2,0,0
mirakouch,,891,6534,False,True,0,,1,0,0
coetzerneil,,503,727,False,False,0,,208,59.666666666666664,8.416666666666666
core.cultures,Creators & Celebrities,3193,1698,False,False,13,,233,862.4166666666666,120.75
elemer.i,Creators & Celebrities,231,266,False,False,4,,30,74.08333333333333,1.8333333333333333
trip_all_year,Non-Profits & Religious Organizations,297,2488,False,False,0,,112,82.66666666666667,3.75
maxalexander360_,,884,2186,False,False,1,,724,44.083333333333336,1.25
shienyiiiii,,282,528,False,True,0,,74,0,0
michaeljwinner,,670,788,False,False,0,,218,97.75,7.0
iamdavidhill,,293,441,False,False,2,http://iamdavidhill.com/,1374,37.916666666666664,2.5833333333333335
ms.maddiehealy,,3043,3395,False,False,5,,1854,344.75,20.833333333333332
grailpiece,Creators & Celebrities,937,528,False,False,3,,236,269.0833333333333,13.166666666666666
alex_is_sandy,General Interest,785,693,False,False,3,https://youtu.be/RJJ-rfT9_z8,124,138.83333333333334,7.0
maurizio_ferrari_photographer,Creators & Celebrities,2033,3067,False,False,0,http://www.wildnature.photo/,385,87.08333333333333,1.9166666666666667
cindykhzam,,453,798,False,True,0,,170,0,0
wandering_eyez_,Creators & Celebrities,1047,789,False,False,3,,954,112.25,11.666666666666666
pablo.g.gonzalez,,268,575,False,False,0,,110,14.166666666666666,0.5
hellokatedavies,,1398,1044,False,False,10,http://www.katedavies.co.za/,1057,94.0,4.75
patriciaa_carvalho,,855,869,False,True,0,,926,0,0
kit.bk,,866,794,False,False,1,,2332,82.33333333333333,1.5833333333333333
rapha_rngor,,157,253,False,False,1,,3,19.666666666666668,2.0
afilmmakersmind,Creators & Celebrities,946,730,False,False,0,http://bit.ly/2Dn1C3f,645,78.58333333333333,4.583333333333333
mehwishsaghir,,145,891,False,True,0,,146,0,0
mic_rossi,,391,1076,False,False,0,,233,81.91666666666667,6.333333333333333
crossmaglen,Business & Utility Services,4986,2335,False,False,1,,985,175.25,15.333333333333334
9r_photo,Creators & Celebrities,231,500,False,False,0,,14,72.58333333333333,2.6666666666666665
dimanta__,,216,834,False,False,1,,248,60.5,5.083333333333333
world_in_my_colours,,378,467,False,True,0,,264,0,0
effectsjar,Creators & Celebrities,839,1779,False,False,12,https://www.youtube.com/watch?v=ws0OElJ9hQM&t=30s,47,172.58333333333334,31.416666666666668
pcpt111,,243,550,False,True,0,,128,0,0
fabianbolomey,Creators & Celebrities,696,599,False,False,2,https://fabianbolomey.com/,164,53.0,3.5
vietnamito,,93,237,False,True,0,,68,0,0
vincent_wcyang,General Interest,621,699,False,False,0,,50,190.5,14.833333333333334
firdaus_fasal,General Interest,668,861,False,False,0,,130,118.08333333333333,5.75
sunbeamsbynature,,4006,2889,False,False,1,,826,122.16666666666667,23.5
sharafruby,,495,784,False,False,2,https://youtu.be/1KTQBGhZiE0,465,71.66666666666667,1.9166666666666667
imagination_freak__,Creators & Celebrities,853,2212,False,False,8,,152,63.5,2.4166666666666665
anaazzzz,Food & Personal Goods,156,338,False,False,0,,13,126.5,3.3333333333333335
lackermeierphotography,,79,285,False,False,0,,93,40.0,1.4166666666666667
alexmorrisonmusic,Creators & Celebrities,3527,2688,False,False,1,,25,101.33333333333333,18.25
andrewlewis_photo,,587,946,False,False,0,,98,148.33333333333334,11.083333333333334
junior_unior,,1246,2330,False,False,12,,300,181.33333333333334,6.0
lui_343__,,154,527,False,False,0,,1,18.0,1.0
smartapix,,460,1189,False,False,0,,320,99.83333333333333,4.75
main.traveling,,333,3783,False,False,0,,17,42.583333333333336,1.5
visual_entropy,,414,477,False,False,1,,90,33.75,2.4166666666666665
k_miggs,Creators & Celebrities,1835,2654,False,False,2,http://www.facebook.com/kmiggsmedia,640,112.5,4.916666666666667
jameshlee,,588,735,False,True,0,,167,0,0
zalga_space,,83,203,False,False,0,,6,32.666666666666664,1.0
shadesandtones,Creators & Celebrities,3383,6187,False,False,7,https://www.facebook.com/shadesandtonesphotography/,779,184.75,6.583333333333333
ssjangme,,179,306,False,True,0,,411,0,0
citytroopers,,27,201,False,False,0,,0,0,0
artbysalman,Creators & Celebrities,601,1675,False,False,1,https://artbysalman.com/,488,69.91666666666667,4.666666666666667
rafotografia_cf,Creators & Celebrities,635,1854,False,False,2,,82,176.5,17.833333333333332
seven.travels,,457,4567,False,False,0,,0,0,0
the_royal_son,Creators & Celebrities,5584,1226,False,False,3,,1293,357.9166666666667,30.166666666666668
olympusfeatures,Non-Profits & Religious Organizations,579,2,False,False,0,http://www.olympus.com/,37,160.75,3.0833333333333335
sazz_hein,,229,375,False,True,0,,0,0,0
yangma22856023,,148,1553,False,False,0,,1,13.0,7.0
ladytapas,,263,524,False,False,0,,178,37.25,2.1666666666666665
_adi.sharma,,717,437,False,True,0,,8,0,0
oscarmcauliffe,,219,231,False,True,0,,0,0,0
nomsandvoms,,13,22,False,True,0,http://SNAPCHAT.COM/NOMSANDVOMS,2,0,0
sirethanmikael,,268,669,False,False,0,http://www.ethanmikael.com/,129,30.75,2.5
royal_crown11,General Interest,3581,2711,False,False,3,https://www.youtube.com/user/fipealcien,1933,301.0833333333333,0.8333333333333334
strkvr,,1222,196,False,False,0,,54,24.25,1.6666666666666667
louisready,,203,1016,False,False,0,,281,21.416666666666668,0.5833333333333334
linaxxlee,,768,724,False,True,0,,5,0,0
khanhqvo,,83,199,False,True,0,,280,0,0
crack_lll,,19,203,False,False,0,,0,0,0
ibonethornbush,,380,1551,False,False,0,,240,59.416666666666664,2.6666666666666665
curly.q.photography,,779,648,False,False,0,http://curly-qphotography.tumblr.com/,2105,56.25,3.9166666666666665
paul_m_photography,,637,548,False,False,0,,89,165.75,5.416666666666667
bambamphoto,,539,745,False,False,1,https://soundcloud.com/user-786293878/ambient-attempt-numero-uno,2326,33.166666666666664,2.5
adrianratajskiphotography,Creators & Celebrities,51,103,False,False,1,,40,38.833333333333336,3.1666666666666665
_kjdl,,418,249,False,False,3,https://haliforniaapparel.com/,43,157.0,7.666666666666667
pachacha_mama,,702,765,False,False,1,http://cargocollective.com/tiagomarts,387,81.25,2.8333333333333335
donkipoy,,266,832,False,False,0,,243,12.25,0.25
shawnwrightphoto,Creators & Celebrities,53,98,False,False,0,https://www.flickr.com/photos/zuikowesty/,61,18.083333333333332,0.9166666666666666
chriswrightau,,2478,992,False,False,0,https://christopher-wright.smugmug.com/,241,223.0,5.25
travelmemoirsusa,Creators & Celebrities,699,410,False,False,1,https://500px.com/jorgehurtado,929,52.25,1.5
markushornof,,241,499,False,False,0,http://eatmydear.com/,371,35.416666666666664,1.6666666666666667
melbourneinstagram,,3469,1765,False,False,1,,1928,83.41666666666667,4.583333333333333
mach_inist,,256,965,False,False,1,,278,89.75,4.416666666666667
quin.heong,,756,7505,False,False,0,,121,49.083333333333336,3.4166666666666665
peterknight4721,,57,250,False,False,0,,127,14.916666666666666,0.9166666666666666
thisismry,,364,255,False,False,2,,100,134.75,5.833333333333333
c5060,,268,161,False,False,0,,1201,3.5833333333333335,0.0
alexandremm,,759,2259,False,False,0,,4,136.75,7.0
kurlygurl,,212,1797,False,True,0,,756,0,0
ayuhaseyo,,1687,1619,False,False,1,,89,144.08333333333334,12.25
dampoet,,516,1874,False,True,0,https://dampoet.com/,1118,0,0
olipetrovski,,435,702,False,True,0,,286,0,0
carlos_the_dwarf,,211,670,False,True,0,,1019,0,0
mr_d_robot,,134,330,False,False,0,,37,51.666666666666664,5.583333333333333
mawanzzz,,63,428,False,True,0,,102,0,0
stalkmeifucan,,35,152,False,True,0,,12,0,0
shybull,,726,1924,False,False,2,,2443,45.0,1.9166666666666667
rtltc,,182,492,False,False,3,,1581,19.5,1.5
ishutteratthethought,,1179,3465,False,False,1,,1791,174.91666666666666,7.583333333333333
thisdoggyriley,,91,249,False,False,0,,81,25.75,2.0
castagnalessandro_,,395,1918,False,False,0,,25,103.66666666666667,5.25
jaycee2026,,299,335,False,False,0,,202,46.583333333333336,1.8333333333333333
bearos_,General Interest,2392,765,False,False,13,,369,216.33333333333334,20.416666666666668
laurakphotos,,453,270,False,False,0,,170,161.0,6.916666666666667
saikalyan_11,Creators & Celebrities,467,1780,False,False,10,,95,117.66666666666667,4.166666666666667
imlukemackenzie,Creators & Celebrities,5579,829,False,False,1,,1017,758.3333333333334,34.75
p.h.o.t.o___g.r.a.p.h.y,,1762,4667,False,False,0,,23,286.8333333333333,6.0
katherin__photo,Creators & Celebrities,228,221,False,False,0,https://vk.com/kkryukova99,35,181.25,8.166666666666666
yalskie,Creators & Celebrities,8924,2071,False,False,8,,571,201.16666666666666,20.916666666666668
lifewithinsight,,69,167,False,False,0,http://vsco.co/paelosaddler,145,27.833333333333332,1.25
kristen_juran,,289,394,False,False,0,http://www.psychologist-barrington.com/,473,48.416666666666664,2.5
jackkurtz,,1934,1898,False,False,0,http://jackkurtzphotography.com/,3798,53.75,1.0833333333333333
robin_brown_215,,491,623,False,False,0,http://completelyphotos.com/,925,28.083333333333332,2.25
drjfnjr,,218,213,False,False,0,https://doc-photo.smugmug.com/,89,44.5,1.5
stckrboy,,118,239,False,False,0,http://www.twitter.com/stickerboy,597,13.25,1.0
toastedric,,523,2305,False,False,0,https://bit.ly/2STTpqD,1184,56.0,3.0
lizhazelton,Creators & Celebrities,441,1471,False,False,0,,363,42.666666666666664,1.6666666666666667
gabe.houle,Creators & Celebrities,925,2280,False,False,1,https://youtu.be/btPJKH8rrj0,308,121.91666666666667,5.166666666666667
samir.nef,Creators & Celebrities,670,739,False,False,9,,149,169.16666666666666,11.583333333333334
vrishin_jain,,543,461,False,True,0,,0,0,0
flo.by,,502,536,False,False,1,,69,166.33333333333334,17.833333333333332
arlenneesbeidy,Creators & Celebrities,2311,501,False,False,9,http://www.twitter.com/champagnemarby,81,148.16666666666666,5.0
mgarciav37,,1124,1532,False,False,0,,870,92.83333333333333,5.666666666666667
ericksuarezphotography,Creators & Celebrities,482,831,False,False,0,http://Ericksuarezphotography.com/,768,47.75,5.083333333333333
craig.shand,Personal Goods & General Merchandise Stores,1238,1216,False,False,9,https://www.yourartgallery.com/inthemomenTT,1704,60.416666666666664,2.4166666666666665
heyyitsjoeyyy,,396,421,False,False,8,https://curiouscat.me/heyitsjoey,260,95.83333333333333,7.333333333333333
